treated,age,educ,black,hispanic,married,nodegree,re74,re75,re78,dwincl,early_ra,dataset,diff,u74,u75,age2,age3,educ2,re742,re752,black_u74,educ_re74,u74_hispanic,married_re74,married_u74
0,35,12,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,1225,42.875,144,668859584,637236864,0,310347.84,0,25862.32,0
0,34,8,0,1,1,1,25862.32,25243.551,25564.67,,,4,321.11914,0,0,1156,39.304001,64,668859584,637236864,0,206898.56,0,25862.32,0
0,54,15,0,0,1,0,0,0,0,,,4,0,1,1,2916,157.464,225,0,0,0,0,0,0,1
0,23,13,0,0,1,0,13277.95,17323.16,23642.15,,,4,6318.9902,0,0,529,12.167,169,176303968,300091872,0,172613.36,0,13277.95,0
0,51,15,0,0,1,0,246.8676,0,2899.3,,,4,2899.3,0,1,2601,132.651,225,60943.613,0,0,3703.0139,0,246.8676,0
0,39,15,0,0,1,0,10787.72,0,0,,,4,0,0,1,1521,59.319,225,116374896,0,0,161815.8,0,10787.72,0
0,26,13,0,0,1,0,22251.391,22547.32,25564.67,,,4,3017.3496,0,0,676,17.576,169,495124384,508381664,0,289268.06,0,22251.391,0
0,28,12,0,0,0,0,25862.32,23737.891,15105.32,,,4,-8632.5703,0,0,784,21.952,144,668859584,563487424,0,310347.84,0,0,0
0,23,12,0,0,1,0,21777.25,24353.76,22149.641,,,4,-2204.1191,0,0,529,12.167,144,474248608,593105600,0,261327,0,21777.25,0
0,29,16,0,0,1,0,25413.65,25243.551,25564.67,,,4,321.11914,0,0,841,24.389,256,645853632,637236864,0,406618.41,0,25413.65,0
0,20,13,0,0,0,0,3691.259,2237.9031,189.149,,,4,-2048.7542,0,0,400,8,169,13625393,5008210,0,47986.367,0,0,0
0,53,6,1,0,1,1,17490.369,20785.65,22123.039,,,4,1337.3887,0,0,2809,148.877,36,305913024,432043264,0,104942.22,0,17490.369,0
0,19,13,0,0,0,0,1971.022,3713.1289,11403.62,,,4,7690.4912,0,0,361,6.8590002,169,3884927.5,13787326,0,25623.285,0,0,0
0,17,10,0,0,0,1,2129.7229,2141.2261,9201.8027,,,4,7060.5767,0,0,289,4.9130001,100,4535719.5,4584849,0,21297.229,0,0,0
0,20,11,0,0,1,1,17739.199,7437,16794.359,,,4,9357.3594,0,0,400,8,121,314679200,55308968,0,195131.19,0,17739.199,0
0,25,12,0,0,0,0,12006.39,14474.76,20145.85,,,4,5671.0898,0,0,625,15.625,144,144153392,209518672,0,144076.67,0,0,0
0,26,10,0,0,1,1,8556.1182,11871.63,11845.46,,,4,-26.169922,0,0,676,17.576,100,73207160,140935600,0,85561.18,0,8556.1182,0
0,55,9,0,0,1,1,16900.641,17196.051,14094.56,,,4,-3101.4912,0,0,3025,166.375,81,285631648,295704160,0,152105.77,0,16900.641,0
0,46,7,0,0,1,1,25862.32,21711.24,4857.2871,,,4,-16853.953,0,0,2116,97.335999,49,668859584,471377952,0,181036.25,0,25862.32,0
0,21,11,0,0,0,1,2378.55,0,12309.46,,,4,12309.46,0,1,441,9.2609997,121,5657500.5,0,0,26164.051,0,0,0
0,46,12,0,0,1,0,4482.8018,1580.855,2996.8291,,,4,1415.9741,0,0,2116,97.335999,144,20095512,2499102.5,0,53793.621,0,4482.8018,0
0,49,12,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,2401,117.649,144,668859584,637236864,0,310347.84,0,25862.32,0
0,42,16,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,1764,74.087997,256,668859584,637236864,0,413797.13,0,25862.32,0
0,30,15,0,0,1,0,24600.551,25243.551,25564.67,,,4,321.11914,0,0,900,27,225,605187072,637236864,0,369008.25,0,24600.551,0
0,20,14,0,0,0,0,6179.5269,10575.44,15007.79,,,4,4432.3496,0,0,400,8,196,38186552,111839944,0,86513.375,0,0,0
0,32,12,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,1024,32.768002,144,668859584,637236864,0,310347.84,0,25862.32,0
0,41,11,0,0,1,1,15299.91,15676.06,25564.67,,,4,9888.6104,0,0,1681,68.920998,121,234087248,245738848,0,168299.02,0,15299.91,0
0,16,10,0,0,0,1,0,143.2258,1714.163,,,4,1570.9371,1,0,256,4.0960002,100,0,20513.629,0,0,0,0,0
0,36,16,0,1,1,0,25862.32,16112.9,0,,,4,-16112.9,0,0,1296,46.655998,256,668859584,259625552,0,413797.13,0,25862.32,0
0,27,13,0,0,0,0,18638.51,21140.131,23639.189,,,4,2499.0586,0,0,729,19.683001,169,347394048,446905120,0,242300.63,0,0,0
0,29,12,1,0,0,0,22835.25,23139.92,24559.82,,,4,1419.9004,0,0,841,24.389,144,521448640,535455904,0,274023,0,0,0
0,41,12,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,1681,68.920998,144,668859584,637236864,0,310347.84,0,25862.32,0
0,20,12,0,0,0,0,2974.167,10460.85,13213.83,,,4,2752.9805,0,0,400,8,144,8845669,109429376,0,35690.004,0,0,0
0,54,6,0,0,1,1,21602.881,21163.4,0,,,4,-21163.4,0,0,2916,157.464,36,466684448,447889504,0,129617.28,0,21602.881,0
0,50,12,0,0,0,0,0,0,0,,,4,0,1,1,2500,125,144,0,0,0,0,0,0,0
0,28,12,0,0,1,0,4637.585,830.70972,0,,,4,-830.70972,0,0,784,21.952,144,21507194,690078.63,0,55651.02,0,4637.585,0
0,41,10,0,0,1,1,19175.34,20515.311,25363.699,,,4,4848.3887,0,0,1681,68.920998,100,367693664,420877952,0,191753.41,0,19175.34,0
0,19,12,0,0,0,0,503.53159,1731.2419,1259.0229,,,4,-472.21899,0,0,361,6.8590002,144,253544.06,2997198.8,0,6042.3789,0,0,0
0,52,12,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,2704,140.608,144,668859584,637236864,0,310347.84,0,25862.32,0
0,27,16,0,0,0,0,1285.2791,458.3226,3682.4951,,,4,3224.1726,0,0,729,19.683001,256,1651942.3,210059.61,0,20564.465,0,0,0
0,21,12,0,0,0,0,0,0,18594.23,,,4,18594.23,1,1,441,9.2609997,144,0,0,0,0,0,0,0
0,38,12,0,0,1,0,20286.25,22857.051,20788.66,,,4,-2068.3906,0,0,1444,54.872002,144,411531936,522444768,0,243435,0,20286.25,0
0,29,12,0,0,1,0,21122.859,21134.76,25564.67,,,4,4429.9102,0,0,841,24.389,144,446175200,446678080,0,253474.31,0,21122.859,0
0,35,12,0,0,1,0,25862.32,24482.66,25564.67,,,4,1082.0098,0,0,1225,42.875,144,668859584,599400640,0,310347.84,0,25862.32,0
0,40,10,0,0,1,1,0,0,0,,,4,0,1,1,1600,64,100,0,0,0,0,0,0,1
0,21,12,0,0,0,0,0,7245.4351,25564.67,,,4,18319.234,1,0,441,9.2609997,144,0,52496328,0,0,0,0,0
0,48,10,0,0,1,1,13840.26,10795.65,0,,,4,-10795.65,0,0,2304,110.592,100,191552784,116546064,0,138402.59,0,13840.26,0
0,42,14,0,0,1,0,1161.845,766.25812,0,,,4,-766.25812,0,0,1764,74.087997,196,1349883.8,587151.5,0,16265.83,0,1161.845,0
0,23,16,0,0,0,0,1824.077,1197.726,6584.75,,,4,5387.0239,0,0,529,12.167,256,3327257,1434547.5,0,29185.232,0,0,0
0,34,9,0,0,1,1,24416.381,24061.939,25564.67,,,4,1502.7305,0,0,1156,39.304001,81,596159680,578976960,0,219747.42,0,24416.381,0
0,32,14,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,1024,32.768002,196,668859584,637236864,0,362072.5,0,25862.32,0
0,27,15,0,0,1,0,24134.25,25243.551,25564.67,,,4,321.11914,0,0,729,19.683001,225,582462016,637236864,0,362013.75,0,24134.25,0
0,28,9,0,1,1,1,13129.05,12936.87,18285.391,,,4,5348.5205,0,0,784,21.952,81,172371952,167362608,0,118161.45,0,13129.05,0
0,17,9,0,0,0,1,701.41748,1127.903,4700.6479,,,4,3572.7451,0,0,289,4.9130001,81,491986.47,1272165.1,0,6312.7573,0,0,0
0,28,14,0,1,1,0,19651.449,18982.789,25564.67,,,4,6581.8809,0,0,784,21.952,196,386179456,360346272,0,275120.28,0,19651.449,0
0,33,10,0,1,1,1,22417.93,20257.5,10729.77,,,4,-9527.7305,0,0,1089,35.937,100,502563584,410366304,0,224179.3,0,22417.93,0
0,33,12,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,1089,35.937,144,668859584,637236864,0,310347.84,0,25862.32,0
0,27,16,0,0,1,0,22519.811,25243.551,25564.67,,,4,321.11914,0,0,729,19.683001,256,507141856,637236864,0,360316.97,0,22519.811,0
0,33,12,0,0,1,0,25037.471,22468.551,25564.67,,,4,3096.1191,0,0,1089,35.937,144,626874944,504835776,0,300449.66,0,25037.471,0
0,25,15,0,0,1,0,13626.7,0,3183.0229,,,4,3183.0229,0,1,625,15.625,225,185686960,0,0,204400.5,0,13626.7,0
0,24,16,0,0,1,0,0,4545.6289,13363.08,,,4,8817.4512,1,0,576,13.824,256,0,20662742,0,0,0,0,1
0,52,12,0,0,1,0,0,0,0,,,4,0,1,1,2704,140.608,144,0,0,0,0,0,0,1
0,23,9,0,0,1,1,5260.6309,7811.1768,14966.41,,,4,7155.2334,0,0,529,12.167,81,27674238,61014484,0,47345.68,0,5260.6309,0
0,24,12,0,0,0,0,10260.68,5496.29,14159.58,,,4,8663.29,0,0,576,13.824,144,105281544,30209204,0,123128.16,0,0,0
0,27,16,0,0,0,0,21064.08,22165.98,24604.15,,,4,2438.1699,0,0,729,19.683001,256,443695456,491330688,0,337025.28,0,0,0
0,49,8,0,0,1,1,25862.32,25243.551,25564.67,,,4,321.11914,0,0,2401,117.649,64,668859584,637236864,0,206898.56,0,25862.32,0
0,18,9,0,0,0,1,2919.3081,3235.113,7772.8418,,,4,4537.7285,0,0,324,5.8319998,81,8522360,10465956,0,26273.773,0,0,0
0,20,13,0,0,0,0,4040.0081,3097.2581,109.3518,,,4,-2987.9063,0,0,400,8,169,16321665,9593007,0,52520.105,0,0,0
0,21,15,0,0,0,0,2613.6621,726.87097,25564.67,,,4,24837.799,0,0,441,9.2609997,225,6831229.5,528341.44,0,39204.93,0,0,0
0,47,12,0,0,0,0,21530.381,19249.551,15606.27,,,4,-3643.2813,0,0,2209,103.823,144,463557312,370545216,0,258364.56,0,0,0
0,28,12,1,0,1,0,16005.25,19342.65,21842.279,,,4,2499.6289,0,0,784,21.952,144,256168032,374138112,0,192063,0,16005.25,0
0,33,12,1,0,1,0,18342.66,24817.449,25564.67,,,4,747.2207,0,0,1089,35.937,144,336453184,615905792,0,220111.92,0,18342.66,0
0,20,12,0,0,0,0,6553.7471,4115.9521,2489.969,,,4,-1625.9832,0,0,400,8,144,42951600,16941062,0,78644.969,0,0,0
0,32,11,1,0,1,1,15680.01,17745.68,13397.07,,,4,-4348.6094,0,0,1024,32.768002,121,245862704,314909152,0,172480.11,0,15680.01,0
0,33,15,0,0,1,0,19257.631,19999.689,24719.41,,,4,4719.7207,0,0,1089,35.937,225,370856352,399987584,0,288864.47,0,19257.631,0
0,27,12,0,0,1,0,21352.09,15128.23,25564.67,,,4,10436.439,0,0,729,19.683001,144,455911744,228863360,0,256225.08,0,21352.09,0
0,52,3,0,0,1,1,3166.175,4153.5479,11313.47,,,4,7159.9219,0,0,2704,140.608,9,10024664,17251960,0,9498.5254,0,3166.175,0
0,49,11,0,0,1,1,23779.619,24425.369,5820.7651,,,4,-18604.604,0,0,2401,117.649,121,565470272,596598656,0,261575.81,0,23779.619,0
0,48,11,0,0,0,1,19171.43,19192.26,17581.99,,,4,-1610.2695,0,0,2304,110.592,121,367543712,368342848,0,210885.72,0,0,0
0,47,16,0,0,1,0,21301.15,20497.4,0,,,4,-20497.4,0,0,2209,103.823,256,453739008,420143424,0,340818.41,0,21301.15,0
0,42,16,0,0,1,0,0,0,100.4854,,,4,100.4854,1,1,1764,74.087997,256,0,0,0,0,0,0,1
0,16,10,0,0,0,1,881.6701,2391.8711,10747.51,,,4,8355.6387,0,0,256,4.0960002,100,777342.19,5721047.5,0,8816.7012,0,0,0
0,31,18,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,961,29.791,324,668859584,637236864,0,465521.75,0,25862.32,0
0,17,12,1,0,0,0,0,449.371,10784.45,,,4,10335.079,1,0,289,4.9130001,144,0,201934.3,1,0,0,0,0
0,35,12,1,0,1,0,8769.6777,10550.37,11829.2,,,4,1278.8301,0,0,1225,42.875,144,76907248,111310312,0,105236.13,0,8769.6777,0
0,37,7,1,0,0,1,13656.09,13869.63,15130.44,,,4,1260.8105,0,0,1369,50.653,49,186488784,192366640,0,95592.625,0,0,0
0,20,12,0,0,0,0,0,0,8358.0225,,,4,8358.0225,1,1,400,8,144,0,0,0,0,0,0,0
0,50,14,0,0,1,0,22525.689,14404.94,23188.49,,,4,8783.5498,0,0,2500,125,196,507406688,207502304,0,315359.66,0,22525.689,0
0,31,13,0,0,0,0,23585.65,23839.939,25564.67,,,4,1724.7305,0,0,961,29.791,169,556282880,568342720,0,306613.47,0,0,0
0,23,13,1,0,1,0,3179.8899,291.8226,15167.39,,,4,14875.567,0,0,529,12.167,169,10111700,85160.43,0,41338.57,0,3179.8899,0
0,32,12,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,1024,32.768002,144,668859584,637236864,0,310347.84,0,25862.32,0
0,19,12,0,0,0,0,2451.043,7694.8062,8152.6182,,,4,457.81201,0,0,361,6.8590002,144,6007611.5,59210040,0,29412.516,0,0,0
0,31,10,0,0,1,1,11977,14231.27,20351.25,,,4,6119.9805,0,0,961,29.791,100,143448528,202529040,0,119770,0,11977,0
0,27,12,0,0,0,0,9433.8701,10860.1,6487.2202,,,4,-4372.8794,0,0,729,19.683001,144,88997904,117941760,0,113206.44,0,0,0
0,53,10,0,0,1,1,0,286.4516,0,,,4,-286.4516,1,0,2809,148.877,100,0,82054.516,0,0,0,0,1
0,24,12,0,0,1,0,20519.4,24351.971,14165.49,,,4,-10186.48,0,0,576,13.824,144,421045792,593018496,0,246232.81,0,20519.4,0
0,28,12,0,0,1,0,10127.45,10548.58,6887.6841,,,4,-3660.896,0,0,784,21.952,144,102565248,111272544,0,121529.41,0,10127.45,0
0,40,12,0,0,1,0,12169.01,4805.2261,23320,,,4,18514.773,0,0,1600,64,144,148084800,23090198,0,146028.13,0,12169.01,0
0,40,12,0,0,1,0,21487.279,22114.061,22454.061,,,4,340,0,0,1600,64,144,461703168,489031680,0,257847.34,0,21487.279,0
0,18,12,0,0,0,0,3175.9709,3025.645,4062.27,,,4,1036.625,0,0,324,5.8319998,144,10086791,9154528,0,38111.652,0,0,0
0,42,12,1,0,1,0,2991.8,0,0,,,4,0,0,1,1764,74.087997,144,8950868,0,0,35901.602,0,2991.8,0
0,23,14,0,0,1,0,11914.3,8319.6289,10610.08,,,4,2290.4512,0,0,529,12.167,196,141950544,69216224,0,166800.2,0,11914.3,0
0,25,17,0,0,1,0,7037.686,12890.32,9745.6074,,,4,-3144.7129,0,0,625,15.625,289,49529024,166160352,0,119640.66,0,7037.686,0
0,35,17,0,0,1,0,12841.03,15353.81,22185.109,,,4,6831.2998,0,0,1225,42.875,289,164892064,235739472,0,218297.52,0,12841.03,0
0,33,16,0,0,1,0,22376.789,23270.609,25564.67,,,4,2294.0605,0,0,1089,35.937,256,500720704,541521280,0,358028.63,0,22376.789,0
0,43,12,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,1849,79.507004,144,668859584,637236864,0,310347.84,0,25862.32,0
0,38,12,0,0,1,0,12366.89,10527.1,0,,,4,-10527.1,0,0,1444,54.872002,144,152939952,110819824,0,148402.67,0,12366.89,0
0,53,16,0,0,1,0,0,0,0,,,4,0,1,1,2809,148.877,256,0,0,0,0,0,0,1
0,44,12,0,0,1,0,16685.119,17607.82,25564.67,,,4,7956.8496,0,0,1936,85.183998,144,278393216,310035328,0,200221.44,0,16685.119,0
0,32,12,1,0,1,0,22090.73,20962.891,25564.67,,,4,4601.7793,0,0,1024,32.768002,144,488000384,439442784,0,265088.75,0,22090.73,0
0,28,11,0,0,1,1,21026.85,25243.551,25564.67,,,4,321.11914,0,0,784,21.952,121,442128416,637236864,0,231295.34,0,21026.85,0
0,25,12,0,0,1,0,12059.29,12944.03,17549.48,,,4,4605.4502,0,0,625,15.625,144,145426480,167547920,0,144711.48,0,12059.29,0
0,24,8,0,0,1,1,18497.439,13423.84,14407.83,,,4,983.99023,0,0,576,13.824,64,342155264,180199472,0,147979.52,0,18497.439,0
0,26,9,0,0,0,1,11561.63,15559.69,16176.67,,,4,616.97949,0,0,676,17.576,81,133671288,242103968,0,104054.67,0,0,0
0,37,12,0,0,1,0,14404.53,16109.32,16659.891,,,4,550.57031,0,0,1369,50.653,144,207490496,259510208,0,172854.36,0,14404.53,0
0,25,18,0,1,1,0,9128.2236,5711.1289,0,,,4,-5711.1289,0,0,625,15.625,324,83324464,32616994,0,164308.03,0,9128.2236,0
0,30,16,0,0,0,0,25862.32,25243.551,0,,,4,-25243.551,0,0,900,27,256,668859584,637236864,0,413797.13,0,0,0
0,29,16,0,0,0,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,841,24.389,256,668859584,637236864,0,413797.13,0,0,0
0,34,11,0,0,1,1,25235.359,20968.26,22510.211,,,4,1541.9512,0,0,1156,39.304001,121,636823360,439667904,0,277588.94,0,25235.359,0
0,48,12,0,0,1,0,7188.5498,0,6572.9282,,,4,6572.9282,0,1,2304,110.592,144,51675248,0,0,86262.594,0,7188.5498,0
0,35,18,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,1225,42.875,324,668859584,637236864,0,465521.75,0,25862.32,0
0,25,8,0,0,1,1,15248.97,21943.98,24234.721,,,4,2290.7402,0,0,625,15.625,64,232531072,481538272,0,121991.76,0,15248.97,0
0,33,15,0,1,1,0,20133.43,20006.85,10163.8,,,4,-9843.0498,0,0,1089,35.937,225,405354976,400274016,0,302001.44,0,20133.43,0
0,36,11,1,0,1,1,21148.33,25243.551,25564.67,,,4,321.11914,0,0,1296,46.655998,121,447251872,637236864,0,232631.63,0,21148.33,0
0,31,12,0,0,1,0,21308.99,25243.551,25564.67,,,4,321.11914,0,0,961,29.791,144,454073056,637236864,0,255707.88,0,21308.99,0
0,46,10,0,0,0,1,20145.18,16961.52,4285.4072,,,4,-12676.112,0,0,2116,97.335999,100,405828256,287693152,0,201451.8,0,0,0
0,19,10,0,0,0,1,3170.094,9497.6611,11758.27,,,4,2260.6084,0,0,361,6.8590002,100,10049496,90205568,0,31700.939,0,0,0
0,53,15,0,0,1,0,25862.32,2477.8059,0,,,4,-2477.8059,0,0,2809,148.877,225,668859584,6139522,0,387934.81,0,25862.32,0
0,50,12,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,2500,125,144,668859584,637236864,0,310347.84,0,25862.32,0
0,33,12,0,0,1,0,23893.26,22568.811,25564.67,,,4,2995.8594,0,0,1089,35.937,144,570887872,509351200,0,286719.13,0,23893.26,0
0,39,12,0,0,1,0,25719.301,25243.551,25326.76,,,4,83.208984,0,0,1521,59.319,144,661482432,637236864,0,308631.63,0,25719.301,0
0,51,16,0,0,0,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,2601,132.651,256,668859584,637236864,0,413797.13,0,0,0
0,16,9,0,0,0,1,0,0,1971.287,,,4,1971.287,1,1,256,4.0960002,81,0,0,0,0,0,0,0
0,29,13,0,0,1,0,14204.68,12218.95,10147.55,,,4,-2071.4004,0,0,841,24.389,169,201772928,149302736,0,184660.84,0,14204.68,0
0,28,6,0,0,1,1,12345.34,8022.4351,13759.11,,,4,5736.6753,0,0,784,21.952,36,152407408,64359464,0,74072.039,0,12345.34,0
0,20,14,0,0,1,0,5248.876,6445.1611,11811.47,,,4,5366.3086,0,0,400,8,196,27550700,41540104,0,73484.266,0,5248.876,0
0,29,7,0,0,1,1,3115.2339,8491.5,5718.8018,,,4,-2772.6982,0,0,841,24.389,49,9704682,72105576,0,21806.637,0,3115.2339,0
0,29,6,0,0,1,1,25862.32,21068.52,20095.6,,,4,-972.91992,0,0,841,24.389,36,668859584,443882528,0,155173.92,0,25862.32,0
0,25,10,0,0,1,1,10625.1,11499.24,12649.34,,,4,1150.0996,0,0,625,15.625,100,112892744,132232528,0,106251,0,10625.1,0
0,45,16,0,0,1,0,25862.32,25243.551,24332.25,,,4,-911.30078,0,0,2025,91.125,256,668859584,637236864,0,413797.13,0,25862.32,0
0,20,12,0,0,1,0,8050.627,16544.369,17747.5,,,4,1203.1309,0,0,400,8,144,64812596,273716160,0,96607.523,0,8050.627,0
0,44,8,0,0,1,1,12002.47,8769,2365.8401,,,4,-6403.1602,0,0,1936,85.183998,64,144059280,76895360,0,96019.758,0,12002.47,0
0,18,11,0,0,0,1,0,0,10150.5,,,4,10150.5,1,1,324,5.8319998,121,0,0,0,0,0,0,0
0,25,13,0,0,1,0,12980.14,716.12903,0,,,4,-716.12903,0,0,625,15.625,169,168484032,512840.78,0,168741.81,0,12980.14,0
0,34,12,0,0,1,0,13487.59,13339.69,4700.6479,,,4,-8639.043,0,0,1156,39.304001,144,181915072,177947344,0,161851.08,0,13487.59,0
0,49,12,0,0,1,0,23115.43,25243.551,25564.67,,,4,321.11914,0,0,2401,117.649,144,534323104,637236864,0,277385.16,0,23115.43,0
0,52,16,0,0,1,0,8961.6855,22427.369,24310.08,,,4,1882.7109,0,0,2704,140.608,256,80311808,502986880,0,143386.97,0,8961.6855,0
0,31,12,0,0,1,0,14271.3,13611.82,12944.88,,,4,-666.94043,0,0,961,29.791,144,203670000,185281648,0,171255.59,0,14271.3,0
0,35,12,0,0,1,0,19949.25,25243.551,21632.439,,,4,-3611.1113,0,0,1225,42.875,144,397972576,637236864,0,239391,0,19949.25,0
0,32,12,0,0,1,0,0,0,0,,,4,0,1,1,1024,32.768002,144,0,0,0,0,0,0,1
0,47,12,0,0,1,0,8301.4131,9581.8057,10858.33,,,4,1276.5244,0,0,2209,103.823,144,68913456,91811000,0,99616.953,0,8301.4131,0
0,23,2,0,0,0,1,5648.5659,5027.2261,3521.4221,,,4,-1505.804,0,0,529,12.167,4,31906296,25273002,0,11297.132,0,0,0
0,44,8,0,0,1,1,15303.83,21052.4,2365.8401,,,4,-18686.561,0,0,1936,85.183998,64,234207216,443203552,0,122430.64,0,15303.83,0
0,16,10,0,0,0,1,0,0,3691.3611,,,4,3691.3611,1,1,256,4.0960002,100,0,0,0,0,0,0,0
0,31,12,0,0,1,0,8953.8486,10858.31,15578.19,,,4,4719.8809,0,0,961,29.791,144,80171408,117902888,0,107446.19,0,8953.8486,0
0,30,12,1,0,0,0,2731.218,0,1161.493,,,4,1161.493,0,1,900,27,144,7459552,0,0,32774.617,0,0,0
0,17,7,0,0,0,1,1379.324,4196.5161,5173.521,,,4,977.00488,0,0,289,4.9130001,49,1902534.6,17610748,0,9655.2676,0,0,0
0,43,12,0,0,1,0,19437.891,16721.609,21656.08,,,4,4934.4707,0,0,1849,79.507004,144,377831584,279612224,0,233254.69,0,19437.891,0
0,20,12,0,0,0,0,5642.688,5498.0811,14911.74,,,4,9413.6592,0,0,400,8,144,31839928,30228896,0,67712.258,0,0,0
0,16,9,0,0,0,1,0,0,6927.582,,,4,6927.582,1,1,256,4.0960002,81,0,0,0,0,0,0,0
0,31,11,0,0,1,1,16371.63,17878.16,14852.63,,,4,-3025.5303,0,0,961,29.791,121,268030272,319628608,0,180087.92,0,16371.63,0
0,54,12,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,2916,157.464,144,668859584,637236864,0,310347.84,0,25862.32,0
0,17,10,0,0,0,1,0,118.1613,367.95389,,,4,249.79259,1,0,289,4.9130001,100,0,13962.093,0,0,0,0,0
0,42,6,0,0,1,1,2793.9141,4642.3062,6905.416,,,4,2263.1099,0,0,1764,74.087997,36,7805956,21551006,0,16763.484,0,2793.9141,0
0,19,12,0,0,1,0,6210.876,14410.31,15236.84,,,4,826.53027,0,0,361,6.8590002,144,38574980,207657024,0,74530.516,0,6210.876,0
0,49,12,0,0,1,0,0,0,0,,,4,0,1,1,2401,117.649,144,0,0,0,0,0,0,1
0,16,9,0,0,0,1,0,916.6452,729.99689,,,4,-186.64832,1,0,256,4.0960002,81,0,840238.44,0,0,0,0,0
0,29,8,1,0,0,1,3199.4829,1451.952,13317.27,,,4,11865.317,0,0,841,24.389,64,10236691,2108164.8,0,25595.863,0,0,0
0,48,9,0,0,1,1,9684.6563,6860.5161,2670.252,,,4,-4190.2642,0,0,2304,110.592,81,93792568,47066680,0,87161.906,0,9684.6563,0
0,45,10,1,0,0,1,4200.668,4443.5811,8872.2695,,,4,4428.6885,0,0,2025,91.125,100,17645612,19745412,0,42006.68,0,0,0
0,24,12,0,0,1,0,10750.5,1315.887,257.12439,,,4,-1058.7626,0,0,576,13.824,144,115573248,1731558.5,0,129006,0,10750.5,0
0,42,15,0,0,1,0,11009.12,0,0,,,4,0,0,1,1764,74.087997,225,121200728,0,0,165136.8,0,11009.12,0
0,41,9,0,0,1,1,18742.35,18988.16,17816.949,,,4,-1171.2109,0,0,1681,68.920998,81,351275680,360550240,0,168681.14,0,18742.35,0
0,34,8,0,0,1,1,8038.8721,11404.35,5486.7988,,,4,-5917.5508,0,0,1156,39.304001,64,64623464,130059192,0,64310.977,0,8038.8721,0
0,21,12,0,0,0,0,640.68018,0,0,,,4,0,0,1,441,9.2609997,144,410471.09,0,0,7688.1621,0,0,0
0,55,8,0,0,1,1,25862.32,25243.551,25564.67,,,4,321.11914,0,0,3025,166.375,64,668859584,637236864,0,206898.56,0,25862.32,0
0,51,11,0,0,1,1,20877.949,24047.609,25564.67,,,4,1517.0605,0,0,2601,132.651,121,435888768,578287488,0,229657.44,0,20877.949,0
0,49,11,0,0,1,1,1996.493,21736.311,3171.2009,,,4,-18565.109,0,0,2401,117.649,121,3985984.5,472467200,0,21961.424,0,1996.493,0
0,18,10,0,0,0,1,2494.147,1922.806,14843.76,,,4,12920.954,0,0,324,5.8319998,100,6220769,3697183,0,24941.469,0,0,0
0,39,6,0,0,1,1,13056.55,14127.44,13902.45,,,4,-224.99023,0,0,1521,59.319,36,170473488,199584576,0,78339.297,0,13056.55,0
0,46,6,0,0,1,1,20517.439,25243.551,24796.25,,,4,-447.30078,0,0,2116,97.335999,36,420965312,637236864,0,123104.64,0,20517.439,0
0,24,14,0,0,0,0,8074.1382,15779.9,18093.279,,,4,2313.3789,0,0,576,13.824,196,65191708,249005264,0,113037.94,0,0,0
0,28,12,1,0,1,0,12441.34,5951.0322,14078.3,,,4,8127.2676,0,0,784,21.952,144,154786944,35414784,0,149296.08,0,12441.34,0
0,16,9,0,0,0,1,1028.615,1104.629,3233.2661,,,4,2128.6372,0,0,256,4.0960002,81,1058048.8,1220205.3,0,9257.5352,0,0,0
0,36,6,0,1,1,1,16163.95,17677.65,25564.67,,,4,7887.0195,0,0,1296,46.655998,36,261273280,312499328,0,96983.703,0,16163.95,0
0,37,16,0,0,1,0,0,2685.4839,1810.215,,,4,-875.26892,1,0,1369,50.653,256,0,7211823.5,0,0,0,0,1
0,46,12,0,1,1,0,13624.74,12605.66,0,,,4,-12605.66,0,0,2116,97.335999,144,185633552,158902672,0,163496.88,0,13624.74,0
0,42,18,0,0,1,0,25439.119,23275.98,25564.67,,,4,2288.6895,0,0,1764,74.087997,324,647148800,541771264,0,457904.16,0,25439.119,0
0,45,11,0,0,1,1,18971.58,21747.051,0,,,4,-21747.051,0,0,2025,91.125,121,359920864,472934208,0,208687.38,0,18971.58,0
0,47,8,0,0,1,1,5826.8589,2479.5969,800.9278,,,4,-1678.6692,0,0,2209,103.823,64,33952284,6148401,0,46614.871,0,5826.8589,0
